title,category,description
" Notebook Acer Aspire 5 A515-52-56A8 Intel Core i5 - 8GB 1TB 15,6” Windows 10 Home ",Notebook," Gente, os notebooks Acer são uma excelente opção para quem quer tecnologia de ponta, mas está de olho no orçamento! E ter um notebook é muito útil, né? Dá pra estudar, trabalhar e se divertir bastante, em qualquer lugar. O notebook Acer A515-52-56A8 Intel Core i5 é perfeito para você. Ele tem memória RAM de 8GB, a capacidade do seu HD é de 1TB para seu melhor armazenamento. Seu SSD tem capacidade de até 512GB e sua memória optante é SDTM. Ele tem recurso de Touchpad que é capaz de identificar vários toques simultâneos tendo multi gestos e dois botões. A tela tem tamanho de 15,6"" e sua resolução é de 1366x768. Seu sistema operacional é Windows 10. Este produto está disponível na cor prata.        "
" Notebook Dell Inspiron 210-ATJF Intel Core i5 8GB  - 2TB 15,6” AMD Radeon 2GB Windows 10 ",Notebook," Ter um notebook hoje em dia oferece muita praticidade, tanto para usar em casa como levar pra onde você quiser. Os modelos mais atuais de notebook são cada vez mais leves e potentes, por isso, às vezes é comum usar ele por muito tempo, ele é bem rápido para atividades do dia a dia, seja de estudo, trabalho e até mesmo diversão. O notebook 210-ATIF Inspiron da Dell, Intel Core i5 e Windows 10, vem com memória RAM de 8GB e HD de 2TB, o que facilita muito no armazenamento dos seus arquivos e desempenho de suas tarefas, e para uma melhor visualização, possui tela de 15,6"" com LED HD (1366x768) de resolução. E ainda conta com o recurso de Touchpad de precisão, e um design moderno e diferenciado na cor branco. Agora você já pode adquirir seu novo notebook, com a exclusiva tecnologia Dell, e terá uma nova perspectiva sobre como ele poderá te ajudar, seja no trabalho, estudo ou entretenimento.        "
 Notebook Positivo Motion C4500C Intel Dual Core  - 4GB 500GB 14” Windows 10 Home ,Notebook," Ter um notebook hoje em dia oferece muita praticidade, tanto para usar em casa como levar pra onde você quiser. Os modelos mais atuais de notebook são cada vez mais leves e potentes, por isso, às vezes é comum usar ele por muito tempo, ele é bem rápido para atividades do dia a dia, seja de estudo, trabalho e até mesmo diversão. O notebook Motion C4500C da Positivo com tela de 14"" e processador Intel Celeron Dual Core é fabricado com 500GB de HD e 4GB de memória RAM, e sistema operacional Windows 10 Home. Agora você já pode adquirir seu novo notebook, e fazer o melhor uso dele conforme suas necessidades.        "
" Notebook Acer Aspire 3 A315-53-5100 Intel Core i5 - 4GB 1TB 15,6” Linux ",Notebook," Desenvolvido para não deixar você parar, o Notebook Acer Aspire 3 A315-53-5100 tem a tecnologia que acompanha seu estilo de vida. Equipado com o sistema operacional Endless OS (baseado em Linux), você tem tudo o que você precisa de forma simples e intuitiva. Mesmo se não tiver experiência alguma com computadores, é tão fácil quanto usar um smartphone. Ele vem com Processador Intel Core i5-7200U Dual Core e Memória RAM 4GB você viverá a agilidade num piscar de olhos. Bonito por dentro e por fora, ele possui design elegante para quem não abre mão do estilo, além disso você poderá ver tudo em uma tela LED de 15,6"" em HD (1366x768).Para não te deixar na mão quando o assunto é espaço, o seu HD vem com 1TB de capacidade para você armazenar jogos, vídeos, fotos, documentos e arquivos de vários tipos.Seu teclado tipo membrana possui teclado numérico dedicado e o touchpad é multi-gestual com comandos inteligentes.Quando conectado, o Endless OS permite que você navegue e se comunique com seus amigos sempre com muita segurança, já que o sistema é resistente a vírus.O Endless OS já vem equipado com mais de 100 aplicativos que podem ser usados sem acesso à internet.Entre no mundo virtual e mergulhe de cabeça com o incrível Aspire 3!        "
 Notebook Vaio Fit 15s Vjf154f11x-B1111b I3-6006u 4g Ssd 128 15.6 Win 10 Home Sl ,Notebook,Trava Kensington® Lock / Intel® PTT
 Notebook Vaio Vjf155f11x-B7611b Fit 15s I5-8250u 1tb 8gb Optane 16gb Led 15.6 Windows 10 Home - Sony ,Notebook," A Central de Relacionamento VAIO® prestará o devido suporte e, se necessário, em caso de problemas no hardware, indicará a Assistência Técnica ou ponto de serviço, com localização mais próxima da sua residência. "
 Notebook Vaio Vjf155f11x-B6611b Fit 15s I5-8250u 1tb 4gb Optane 16gb Led 15.6 Windows 10 Home ,Notebook," Dimensão: 6cm x 43cm x 33,8cm (Altura x Largura x Comprimento)"
 Notebook Hp 240 G6 14 Pol Intel Core I5 7200U 8Gb Hd 500Gb Windows10 Pro Preto ,Notebook,"Marca: HPConteúdo da embalagem: 1 NotebookDimensões aproximadas do produto: 2.4 x 34 x 24 cm (A x L x C)Dimensões aproximadas da embalagem: 54 x 31 x 9 cm (A x L x C)Peso aproximado da embalagem: 2,8 KgInformações Adicionais: Não possui Leitor Biométrico.    "
 Notebook Positivo Stilo XCI3620 Celeron 2GB 500GB Tela 14” Linux - Cinza ,Notebook,Part Number | EAN: 3000977 / 7896904686746    
" Notebook Positivo Stilo Xri2995 Processador Intel Celeron 2gb de Memoria, 320gb de Hd, Sistema Opera ",Notebook, Marca: Positivo- Modelo: 3000855- Sistema Operacional: Linux- Leitor de Cartão: SD / MS / MS Pro- Rede: 10/100/1000 Mbps- Fonte: BivoltTela:- Tipo: LCD- Tamanho: 14''- Resolução: 1366 x 768- Formato da Tela: WidescreenProcessador:- Intel Celeron- Velocidade: até 2.0Ghz- Memória Cache: 1MB    
 Notebook HP 240 G6 Tela 14” I3 6006U 4gb DDR4 2133MHZ HD 500 gb Win 10 Pro 64 ,Notebook," Processador intel core I3-6006U Velocidade 2.0 Ghz Cache 3Mb 2 Núcleos  Memória instalada 4Gb (1x4Gb) Tipo DDR4 Frequencia 2133 Memória máxima 16Gb  Armazenamento 500Gb Tecnologia SATA Rotação 7200  Unidade óptica - não possui  Placa Gráfica Intel HD Graphics 520  Tela 14"" - Resolução HD 1366 x 768 pixels Tecnologia Led - Anti-reflexo  Câmera - WebCam HD HP TrueVision  Áudio - 2 alto falantes estéreo  Comunicação Placa de rede Wireless 802.11b/g/n (1x1) Placa de rede Ethernet 10/100/1000 NIC Bluetooth 4.0  Conexões 2 USB 3.1 (Gen 1) 1 USB 2,0 1 HDMI 1.4b 1 VGA 1 RJ-45 (Rede) 1 Combo para fone de ouvido / microfone  Segurança - Fimware TPM 2.0 Slot para security lock  Sistema operacional - Windows 10 Pro  Teclado ABNT Mouse - Touchpad Energia - Alimentador e carregador 45W Smart AV Bivolt Bateria HP de 3 células  Dimensões - 34cm x 24cm x 2,37cm Peso - Aproximadamente 1,85 kg  Garantia e suporte de 1 ano pela HP    "
 Notebook Multilaser Pc207 Legacy 4Gb Dual Core 32Gb Intel Celeron 2.4Ghz 13.3Pol Azul ,Notebook,"Marca: MultilaserConteúdo da embalagem: 1 NotebookDimensões aproximadas do produto: 20,8 x 31,5 x 14 cm (A x L x P)Dimensões aproximadas da embalagem: 35 x 41 x 9 cm (A x L x P)Peso aproximado do produto: 1,25 KgPeso aproximado da embalagem: 2,2 KgInformações Adicionais: Memória RAM não expansível    "
 Notebook Quad Core 2.2 Ghz 15.6 Pol 4 Gb Ddr3 Hd 500 Gb Es1-533-C27u Acer ,Notebook, Intel Quad Core Processor N3450 1.1 GHz - 2.2 GHz com função Burst 2 MB Cache 
" Notebook Dell Inspiron i15-5566-A30B, Intel Core i5, 4GB, 1TB, Tela 15.6” e Windows 10 - Dello ",Notebook,Marca do Processador: Intel    
" Notebook Gamer ACER VX5-591G-78BF I7-7700HQ 16GB 1TB Nvidia 1050GTX 4GB 15,6  W10 Home SL - NX.GN6A ",Notebook," Acer VX5 591G 78BF   MODELO: VX5 591G 78BF   COR : PRETO   PROCESSADOR: Intel Core i7 7700HQ   2.8 GHz   3.8 GHz com função Turbo Boost   6 MB Cache   Tela: 15.6"" Full HD LED LCD   Resolução 1920 x 1080   Chipset: Integrado ao Processador   Memória: 16 GB (2 x 8 GB) tipo DDR4 Frequência 2133 MHz Expansível até 32 GB (2 slots no total)   Placa Gráfica: NVIDIA GeForce GTX 1050Ti com 4GB   GDDR5   Áudio: Áudio de alta definição, com dois alto-falantes estéreoo   Disco Rígido: 1 TB HD (5400 RPM)   Unidade Ótica: Não possui   Leitor de Cartões: Leitor de cartão SD   Teclado:Teclado retroiluminado com iluminação em vermelho   Português padrão ABNT com teclado numérico integrado   Rede:Wireless padrão   802.11 ac 2X2 MIMO Entrada padrão RJ 45 tipo Gigabit 10 100 1000   Bluetooth: Bluetooth 4.0   INTERFACES: 1 conexão USB 2.0 2 conexões USB 3.0 1 saída HDMI com suporte HDCP USB Type C port: USB 3.1 Gen 1 1 leitor de cartão SD 1 entrada para fonte carregadora de bateria 1 porta no padrão combo para microfone   fone de ouvido 1 porta de rede no padrão RJ 45   Webcam:Webcam HD HDR Acer Crystal Eye com resolução de 1280 x 720   TouchPad: Touchpad com função multitoque   Tipo de Bateria: Bateria de 3 células (4605 mAh)   Bateria: (1)Até 6 horas de uso (5)   Dimensões do Produto  (L x P x A): 389 x 265.5 x 28/28.9 mm   Dimensões da Caixa  (L): 528 x 316 x 70 mm   Peso do Produto  sem caixa: 2.5 kg   Peso Bruto Total   produto mais  caixa: 4.25 kg   Quantidade por Pallet: 102 unidades por pallet   Classificação Fiscal: 8471.30.19   Conteúdo da Caixa: 1 Notebook 1 Cabo de energia 1  Kit de manuais e termo de garantia 1 Fonte carregadora de bateria bivolt no padrão AC    "
 Notebook V310-14Isk I7-6500U 4Gb 1Tb 14 Pol 80Uf0007br Lenovo ,Notebook,  Produtos de decoração não inclusos. Imagens meramente ilustrativa.    
" Notebook Gamer Dell G7-7588-A40B Intel Core i7HQ - 16GB 1TB SSD256GB 15,6” FullHD Placa GTX 1060 6GB ",Notebook," Onde a brincadeira termina e o jogo começa.O Notebook Gamer Dell Gaming G7-7588-A40B foi projetado para atender as necessidades dos gamers.Com gráfico poderoso, desempenho extremamente rápido e sistema térmico especial, ele fará todas as suas experiências se tornarem mais intensas e reais.Conta com processador Intel Core i7-8750H, que fornece um desempenho poderoso, seja para você jogar todos seus games, streamming de vídeos ou trabalhar em projetos que exigem maior capacidade gráfica.Possui placa de vídeo dedicada NVIDIA GeForce GTX 1060 com tecnologia NVIDIA Max Q Design 6GB, GDDR5, compatível com realidade virtual, que permite você jogar em configurações intensas com detalhes absolutamente claros e partidas de games realistas para uma experiência gaming fantástica.A tela LED com Painel IPS e Antirreflexo de 15,6"" com resolução Full HD (1920x1080) proporciona imagens maravilhosas e detalhes surpreendentes, fornecendo visuais fantásticos para jogar seus games preferidos.O armazenamento de 1TB HD + 256GB SSD permite você armazenar seus conteúdos sem se preocupar com falta de espaço e conta ainda com 16GB de RAM e sistema operacional Windows 10 Home.        "
Notebook Acer CB315-1HT-C9UA 1.1GHZ/4GB Ram/32GB 15.6 - Prata,Notebook,DIMENSÕES DA EMBALAGEM (cm) 49.5 x 6.5 x 30.7
"Notebook Essentials E20 Intel Dual Core, 4GB, 500GB - Samsung",Notebook," O Samsung Essentials foi desenvolvido para quem busca um notebook de alta qualidade, com design elegante e detalhes que surpreendem. Seja para uso individual ou para compartilhar com a família, para navegar em redes sociais e sites de compra online ou para se aprofundar nos estudos, o Samsung Essentials é o companheiro ideal para pessoas criativas, motivando-as a gerar novas ideias. Ficha Técnica Marca: Samsung Modelo: E20 Linha: Essentials Processador: Intel Celeron 4205U (1.80 GHz, 2MB L3 Cache) Memória RAM: 4GB DDR4 2400MHz Capacidade do HD: 500GB Tipo de tela: LED antirreflexiva Tamanho da tela: 15,6"" Resolução da tela: HD 1366x768 Sistema operacional: Windows 10 Home Cor: Metallic Titanium Conexão HDMI: Sim Bluetooth: 4.2 Webcam: VGA Placa de rede: 10/100 LAN Placa wireless: 802.11 ac 1x1 Placa Gráfica: Intel HD Graphics 610 Memória Gráfica: Integrada Leitor de Cartão: Não Bateria: 3 células 43WH Tensão / Voltagem: Bivolt Conteúdo da embalagem: 01 Notebook, 01 Fonte adaptadora, Guias de usuário e Certificado de garantia. Imagem Meramente Ilustrativa Código de Barras: 7892509108188 Referência: NP350XBE-KDABR Garantia: 12 Meses    "
Notebook Dell Inspiron i15-3584-M10B 7ª Geração Intel Core i3 4GB 1TB 15.6” Windows 10 McAfee Branco,Notebook,Imagens meramente ilustrativas.
"Notebook Samsung Expert X20 i5 4GB RAM, HD 1TB, Tela 15.6'', Windows 10 - Titanium",Notebook," O equilíbrio perfeito entre forma e função Com um design incrível e desempenho excepcional, o Notebook Expert X30 é ideal para quem deseja um dispositivo bonito e altamente funcional. Conte com opções de upgrade e expansibilidade fáceis e um processador de alto desempenho Intel® CoreTM i5 de 8a geração. Com apenas 19,9 mm de espessura, a estrutura fina e sem parafusos do Notebook Expert X30 oferece um visual incrível e minimalista. Guarde este computador portátil e elegante na sua bolsa e dê adeus a dispositivos volumosos e sem graça para sempre! Mergulhe de cabeça em uma festa de gráficos deslumbrantes e visualização de vídeo de alta qualidade. A tecnologia avançada da Samsung oferece cores vivas e realistas em uma tela antirreflexo com conforto excepcional. Diminua a tensão nos seus olhos e aproveite o notebook por mais tempo. Registre momentos importantes e faça anotações Nota de voz: Nunca perca um momento importante em uma reunião ou palestra novamente com a função Nota de Voz. Organize suas notas com um recurso de marcação, e registre conteúdos por capítulo, adicionando notas. Seu microfone far-field remove ruído ambiente, oferecendo áudio nítido mesmo à distância. Liberte sua criatividade: Studio Plus O Studio Plus permite que você crie seu próprio conteúdo em vídeo. Essa ferramenta de edição de fotos e vídeos fácil de usar ajuda você a criar do seu próprio jeito. Você pode editar seus vídeos, inserir legendas e mais. Use vários temas pré-carregados divertidos para tornar suas lembranças importantes ainda mais especiais. Conectividade fácil entre computador e smartphone Samsung Flow: Conecte seu smartphone e seu computador com Samsung Flow. O recurso Handover permite que você transfira arquivos sem precisar de cabos. Trabalhe com seu celular pelo computador com as funções Smart View e Sincronização de Notificação. Use a função Ponto de Acesso do seu celular para conectar seu computador à internet. ESPECIFICAÇÕES Sistema Operacional: Windows 10 Home Processador: Processador Intel® CoreTM i5 8265U (1,6 GHz até 3,9 GHz com 6 MB L3 de cache) Placa de Vídeo: Intel® UHD Graphics 620 Tela: Display LED full HD 15,6"" (1920 x 1080), antirreflexo Memória: Memória de 4 GB DDR4 (4 GB x 1), 2 SODIMM Armazenamento: Disco rígido 1 TB (5400 RPM) Drive Óptico: Nenhum Cor: Titânio-metálico Multimídia: Alto-falante estéreo (1,5 W x 2), SoundAliveTM, Microfone digital interno, Câmera Rede: 802.11 ac (1x1), Bluetooth v4.2, Fast Ethernet [10/100] Portas de Comunicação: 1 HDMI, 2 USB3.0, 1 USB2.0, 1 Combo com saída para fone de ouvido/entrada para microfone, 1 RJ45 (LAN), 1 DC-in Características para Digitação: Teclado tipo ilha com teclado numérico, Touchpad Segurança: Trava de segurança, TPM Alimentação: 43 Wh, Adaptador AC 40 W Dimensão (L x P x A): 377.4 x 248.6 x 19.9 mm Peso: 1.95 kg (4.30 lbs)     "
gear s3 frontier preto - samsung,Notebook, gear s3 frontier preto - samsung    
Notebook Acer A315-32-C12R Cel 1.1GHz/4GB/500GB/15.6” Vermelho,Notebook,Bateria Não Removível íon de lítio de 2 células 30Wh    
"Notebook Dell Intel I3 4GB 1TB Tela LED 15,6” I15-3567-A10P",Notebook," Projetado para o mundo real, porque é onde a vida acontece. "
Notebook HP 14-DK0024WM AMD R3 2.6GHZ/ 4GB/ 128GB/ 14.0”,Notebook,"Bateria Não Removível 2 células, 47,36 Wh Li-ion     "
Pulseira para Gear Sport - Samsung,Notebook, A pulseira foi pensada com um design escandinavo minimalista junto com couro italiano premium. A pulseira feita à mão vem com um sistema de pinos por mola de fácil troca permitindo que o proprietário realize a troca em questão de segundos – e sem usar ferramentas.    
"Notebook Dell Inspiron i15-3583-D2XP Intel Core i5 - 4GB 1TB 15,6” Ubuntu Linux",Notebook," Com o notebook i15-3583-D2XP Inspiron da Dell, você terá uma nova perspectiva sobre como um notebook poderá te ajudar seja no trabalho, estudo ou entretenimento. Além de um design moderno e diferenciado, este modelo conta com uma tela de 15,6"" em alta definição HD (1366x768) com antirreflexo, ótima para usar em ambientes externos. Possui processador Intel Core i5-8265U e placa de vídeo integrada Intel UHD Graphics 620 para uma ótima experiência gráfica. Isso, sem esquecer da memória RAM de 4GB para uma navegação rápida; Sistema Operacional Ubuntu Linux para uma experiência completa e capacidade do HD 1TB que permite que você arquive seus documentos e fotos sem se preocupar com falta de espaço. O notebook ainda conta com conexões com as principais funcionalidades como leitor de cartão SD, HDMI 1.4b,USB 3.1 e USB 2.0. Além disso, possui teclado alfanumérico resistentes a respingos para ajudar você nos seus cálculos diários e a melhorar a sua produtividade.        "
